,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,love,hurt,goodbye,friend,hopeless,memory,play,sad
237,Lavender Haze,Taylor Swift,1,2022,10,21,3.763,8,488.386797,51,43,0.038,10,1,97,A#,Major,73,10,44,26,0,16,8,0.7471616,0.9723914,0.8795123,0.9432091,0.82810605,0.9017742,0.97115266,0.9185803
238,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,0.197,0,32.761689,3,10,0.003,0,0,101,F,Major,92,59,51,41,51,26,8,0.97327566,0.9782529,0.9339552,0.87822056,0.94362664,0.97530055,0.947233,1.0453129
239,Efecto,Bad Bunny,1,2022,5,6,4.004,33,1047.480053,34,65,0.043,6,2,98,G,Minor,80,23,48,14,0,6,5,0.6505734,0.6174601,0.817692,0.6330907,0.7470333,0.6790065,0.56959,0.732497
240,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,0.984,5,153.454328,8,57,0.076,2,49,154,F#,Major,59,63,89,18,0,80,9,0.8215623,0.91208357,0.8945347,0.8703859,0.884405,0.92996436,0.87056935,0.86831427
241,Cupido,Tini,1,2023,2,14,1.24,24,217.672943,51,29,0.063,4,54,120,A,Major,91,63,58,52,0,31,22,0.526506,0.7777653,0.7285136,0.5887641,0.73018014,0.7866809,0.7468226,0.72501314
242,Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3.995,13,457.184829,72,27,0.047,0,0,150,B,Major,49,4,55,7,0,6,3,0.74860716,0.91211605,0.87450457,0.8851608,0.9167987,0.8998317,0.7948217,0.9028714
243,Unstoppable,Sia,1,2016,1,21,7.681,13,939.844851,119,66,1.145,2,,174,A,Major,47,27,78,11,0,10,8,0.86136305,0.81759137,0.89897,0.82209206,0.3915063,0.7790125,0.83201134,0.7748586
244,Until I Found You,Stephen Sanchez,1,2021,9,1,4.427,4,726.434358,69,100,0.154,20,438,202,A#,Major,34,25,51,69,0,18,4,0.8809607,0.93254554,0.7864218,0.8599836,0.92826486,0.9499376,0.99282646,0.9399355
245,Rich Flex,"Drake, 21 Savage",2,2022,11,4,4.657,18,573.63302,84,84,0.042,0,23,153,B,Minor,56,42,52,5,0,36,24,0.8749881,0.971938,0.89444554,0.9081762,0.91638434,0.8606704,0.92740893,0.9323961
246,Easy On Me,Adele,1,2021,10,14,10.195,20,1406.111294,258,87,0.657,22,9,142,F,Major,60,13,37,58,0,13,3,0.7084706,0.7764965,0.7442235,0.73941106,0.8088402,0.740208,0.81771374,0.8113305
247,Cartão Black,"MC Caverinha, KayBlack",2,2023,5,11,0.269,4,71.573339,7,2,0.03,1,,108,A,Minor,84,55,47,26,0,20,64,0.79245096,0.7604167,0.89930516,0.74681413,0.85648775,0.75265473,0.84733295,0.69961154
248,Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,0.214,0,24.975653,3,3,0.006,0,0,143,B,Major,83,25,69,4,0,23,12,0.973802,0.822635,1.0160551,0.8001102,0.9250629,0.9251865,0.906457,0.8996771
249,Oi Balde - Ao Vivo,Zé Neto & Cristiano,1,2023,2,14,0.845,2,145.458418,12,57,0.047,1,,108,D,Major,67,55,67,60,0,80,5,0.8476413,0.95289993,0.8373965,0.90113723,0.87533814,0.9843124,0.86069036,0.9393281
250,The Real Slim Shady,Eminem,1,2000,1,1,20.763,27,1424.589568,81,53,3.271,1,17,104,F,Minor,95,78,66,3,0,4,6,0.96782845,0.9694565,0.9274313,0.9368283,0.9365483,0.91719437,1.0026138,0.8473541
251,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1.267,20,231.332117,41,22,0.056,4,84,93,F#,Minor,84,96,79,43,0,18,11,0.6543101,0.7137053,0.77425283,0.7107272,0.8193909,0.66851354,0.6986095,0.6461466
252,The Color Violet,Tory Lanez,1,2021,12,10,2.585,32,415.932686,3,79,0.021,1,54,105,F#,Minor,65,46,53,16,0,9,5,0.7663806,0.8625325,0.92918086,0.81268084,0.8540715,0.8291588,0.8538983,0.88782865
253,Glimpse of Us,Joji,1,2022,6,10,6.33,6,988.515741,109,42,0.158,3,31,170,G#,Major,44,27,32,89,0,14,5,0.7936591,0.8871415,0.81770396,0.84771234,0.84764934,0.7992924,0.870229,0.8882007
254,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,0.675,1,50.847624,9,13,0.011,0,1,178,C#,Minor,62,56,66,18,0,12,5,0.7291945,0.792703,0.7722434,0.7015813,0.83443296,0.75691676,0.7799115,0.8385143
255,Curtains,Ed Sheeran,1,2023,5,5,0.715,0,39.893489,37,3,0.027,0,50,176,F#,Minor,50,44,76,10,0,32,5,0.7535585,0.7944159,0.8350935,0.77281535,0.85103035,0.79835725,0.77256113,0.7812017
256,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,0.327,13,92.035115,14,110,0.009,0,49,104,E,Minor,80,38,88,11,0,11,5,0.9448736,0.8833868,0.97192657,0.93229306,0.72232723,0.9710865,0.8293771,0.8718059
257,Haegeum,Agust D,1,2023,4,21,0.244,12,118.810253,6,84,0.01,2,9,85,G,Major,70,83,84,31,0,47,30,0.7219809,0.72039384,0.76651096,0.6874621,0.7240701,0.68036187,0.66459215,0.7172103
258,Conexões de Máfia (feat. Rich the Kid),"Rich The Kid, Matuê",2,2023,4,30,0.385,4,77.233241,17,7,0.041,1,,117,F#,Minor,77,69,58,39,0,26,5,0.8198026,0.8930502,0.93051195,0.7904568,0.93408155,0.8626236,0.93048567,0.9278091
259,MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1.02,35,206.399629,15,26,0.03,6,0,80,,Major,52,57,48,86,0,15,39,0.93836874,0.9686562,1.049149,0.98249775,1.0237732,0.92757636,1.047097,0.98183787
260,Never Felt So Alone,Labrinth,1,2023,4,7,1.73,3,117.747907,46,5,0.051,0,20,98,F,Major,44,36,41,50,0,38,5,0.846095,0.85794884,0.94234127,0.88533664,0.7295673,0.8799149,0.91097224,0.8256314
261,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2.127,33,266.624541,45,80,0.053,8,4,178,C#,Minor,79,58,78,34,0,11,25,0.8037497,0.8829535,0.8278308,0.81210816,0.91040766,0.84493816,0.84086716,0.9044919
262,ceilings,Lizzy McAlpine,1,2022,4,8,3.242,9,293.186992,67,55,0.048,0,6,148,A,Major,51,27,33,48,0,22,3,0.63117135,0.6368098,0.669199,0.66589093,0.68179625,0.6320509,0.64806485,0.631497
263,Cupid,Fifty Fifty,1,2023,2,24,0.526,10,139.681964,15,93,0.03,0,320,120,D,Major,77,94,66,65,0,38,3,0.5012605,0.815186,0.713518,0.57761776,0.74253154,0.7777965,0.76276505,0.7301016
264,I AM,IVE,1,2023,4,10,0.366,15,123.132751,16,102,0.007,0,55,122,E,Minor,68,38,88,1,0,8,5,0.6868687,0.7232983,0.76080966,0.606001,0.82607627,0.6921899,0.6521005,0.7082746
265,Cupid - Twin Ver. (FIFTY FIFTY) - Sped Up Version,sped up 8282,1,1997,1,1,0.472,2,103.762518,0,0,0.006,0,,144,F,Major,74,75,73,42,0,9,4,0.81841004,0.93301356,0.91585994,0.8233015,0.86171603,0.99453044,0.93801266,0.897976
266,Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,0.432,12,162.887075,8,14,0.012,2,33,96,D,Major,93,47,47,33,0,10,36,0.80989605,0.85378,0.8090513,0.7121854,0.8316159,0.8335929,0.864292,0.7721053
267,Super,SEVENTEEN,1,2023,4,24,0.271,12,91.221625,16,103,0.009,0,55,137,G#,Major,77,35,88,16,0,17,9,0.7192862,0.76333594,0.72306633,0.68607813,0.7272498,0.6769174,0.6848848,0.7349731
268,Slut Me Out,NLE Choppa,1,2022,4,22,0.816,4,190.490915,21,4,0.013,0,4,121,F#,Minor,94,71,61,12,0,53,42,0.7808665,0.76904505,0.7697073,0.76645166,0.87460476,0.78871703,0.73119915,0.8625282
269,Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1.169,0,96.180277,36,65,0.028,0,0,119,A,Minor,60,10,57,1,0,50,3,0.82899284,0.9762912,0.92514765,0.8817345,0.78341407,0.84538627,0.890535,0.91766423
270,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1.282,6,185.240616,26,6,0.019,0,5,96,D,Major,72,40,47,71,0,13,4,0.7151159,0.9475484,0.95303106,0.83794105,0.9493481,0.94097984,0.9493852,0.9606452
271,PROVENZA,Karol G,1,2022,4,21,6.587,34,885.093467,114,104,0.147,11,20,111,C#,Major,87,53,52,66,1,11,5,0.68120986,0.75628364,0.79391116,0.7091631,0.78814834,0.68564594,0.67947495,0.82643694
272,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1.444,4,104.992946,0,0,0.0,0,0,148,A,Major,90,74,68,14,0,10,19,0.85261655,0.9602596,0.94791764,0.9236624,0.88423365,0.92131823,0.81282556,0.9220138
273,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,0.356,10,147.290338,4,64,0.004,2,37,182,A,Major,57,80,59,8,0,6,5,0.75098556,0.82405245,0.7428253,0.7766231,0.89263016,0.8202894,0.7695315,0.82546556
274,Shivers,Ed Sheeran,1,2021,9,9,10.147,30,1302.184087,234,71,0.543,18,,141,D,Major,79,82,86,28,0,4,9,0.78025436,0.49208355,0.7722981,0.8027413,0.7515495,0.7207961,0.70120525,0.5615634
275,Igualito a Mi Apá,"Fuerza Regida, Peso Pluma",2,2022,12,30,0.265,6,158.950978,8,84,0.005,1,,145,E,Minor,76,80,81,19,0,6,9,0.9149869,0.8820291,0.944832,0.8396539,0.9470249,0.94646174,0.90395844,0.94942576
276,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,0.351,9,76.910644,16,90,0.01,0,64,110,B,Minor,76,26,70,1,0,41,6,0.7996756,0.8911657,0.8478316,0.8382576,0.91436857,0.9052666,0.73062253,0.8778239
277,Komang,Raim Laode,1,2022,8,16,0.158,4,137.12388,5,6,0.001,1,18,134,G,Major,70,35,41,41,0,10,3,0.7025978,0.7000952,0.80830985,0.6064142,0.790533,0.6506913,0.6461826,0.6984807
278,Despechá,Rosalía,1,2022,7,28,7.613,33,782.369383,180,90,0.422,15,,130,G,Major,92,78,62,18,0,6,10,0.76565015,0.62639546,0.7738988,0.77444977,0.7148119,0.7922535,0.6628244,0.67768717
279,Made You Look,Meghan Trainor,1,2022,10,21,3.956,6,502.574952,142,23,0.127,3,16,145,A#,Major,84,88,53,35,0,8,7,0.8118762,0.737843,0.83822143,0.81038564,0.8730515,0.8475504,0.80203015,0.80870754
280,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1.638,10,207.033255,0,0,0.021,0,0,130,B,Minor,69,36,90,1,10,15,4,0.96350193,0.9694101,0.96674645,0.9665106,0.9487212,1.0010562,0.832964,0.94925773
281,No Se Va,Grupo Frontera,1,2022,4,28,0.924,18,404.887295,17,80,0.022,9,38,173,,Major,59,69,53,12,0,23,3,0.71477795,0.7637216,0.70112413,0.7178451,0.5676771,0.7558302,0.74055386,0.72753274
282,Punto G,Quevedo,1,2022,11,4,1.985,35,381.161027,34,26,0.037,5,1,92,B,Minor,75,55,76,25,0,10,15,0.8614479,0.82601917,0.92506135,0.77522707,0.9116724,0.805845,0.7568759,0.8215121
283,Lovers Rock,TV Girl,1,2014,6,5,6.339,13,466.231982,3,1,0.036,1,37,105,F,Minor,56,57,87,0,1,10,4,0.54455125,0.93104666,0.83517575,0.7248353,0.9326261,0.8464631,0.8859576,0.91036606
284,METAMORPHOSIS,INTERWORLD,1,2021,11,25,1.561,24,357.580552,18,78,0.024,0,30,175,G,Minor,59,15,64,43,90,12,10,0.7427399,0.9324033,0.87389165,0.84025794,0.825507,0.6190691,0.83392525,0.9184098
285,Mami Chula,"Quevedo, Jhayco",2,2023,4,27,0.875,4,61.105704,17,13,0.027,0,43,120,G,Minor,80,33,70,22,0,9,4,0.6797731,0.77705824,0.7629545,0.747353,0.84480757,0.67912996,0.7500844,0.7335154
286,En Paris,"El Chachito, Junior H",2,2022,12,24,0.406,5,198.275403,3,31,0.002,1,0,139,D#,Minor,70,77,48,37,0,12,5,0.66402435,0.7281476,0.77902776,0.69787705,0.8026165,0.8005853,0.6522119,0.7028488
287,Set Me Free Pt.2,Jimin,1,2023,3,17,0.34,13,168.448603,4,71,0.016,1,9,132,,Minor,59,56,82,12,0,12,6,0.8809265,0.8784132,0.9598184,0.9155408,0.9746269,0.9659765,0.83227646,0.9572767
288,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4.188,15,705.469769,30,70,0.142,0,27,114,A#,Major,32,17,74,14,0,17,3,0.8118123,0.87904364,0.8210068,0.76621634,0.68145895,0.78420997,0.8528229,0.81300235
289,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,0.105,0,34.502215,5,9,0.005,0,0,145,B,Minor,54,19,48,36,0,37,5,0.64193726,0.9032247,0.80503345,0.79981184,0.8524196,0.84935004,0.8328906,0.892194
290,Shut Down,BLACKPINK,1,2022,9,16,1.524,17,482.17524,53,120,0.062,0,2,110,,Major,82,67,69,0,0,18,4,0.7083615,0.7356432,0.751553,0.7234593,0.758328,0.7433932,0.676475,0.7030909
291,Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2.651,30,304.1186,21,55,0.032,3,0,94,G#,Major,89,61,66,17,0,36,16,0.71213233,0.7935027,0.8298757,0.68903434,0.851856,0.80764306,0.7477436,0.8057394
292,Call Out My Name,The Weeknd,1,2018,3,29,11.087,6,1449.799467,151,107,0.801,1,105,134,C#,Major,45,17,60,21,0,33,4,0.8273257,0.81104976,0.8061732,0.7848413,0.89973605,0.866104,0.7956188,0.9381508
293,Like Crazy (English Version),Jimin,1,2023,3,24,0.373,19,173.627354,4,72,0.005,0,5,120,G,Major,62,32,76,0,0,39,4,0.7476155,0.85984373,0.86599946,0.86234164,0.8157103,0.89210856,0.8585873,0.79587114
294,Rosa Pastel,"Jasiel Nuñez, Peso Pluma",2,2023,2,2,0.2,4,90.025258,8,77,0.002,1,,123,G,Minor,70,86,68,24,0,11,4,0.8316616,0.90530807,0.9401991,0.8821441,0.87824196,0.88623625,0.853035,0.8542093
295,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3.741,17,652.704649,156,35,0.11,19,0,131,A#,Major,77,84,71,35,0,15,4,0.78136647,0.80450237,0.8071507,0.76041263,0.8274889,0.7785859,0.83731604,0.76751137
296,Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32.502,21,1829.992958,247,54,5.567,1,51,171,D,Major,70,6,73,1,0,36,26,0.99396384,0.89025635,0.93890935,0.99212253,0.94506645,0.9802558,0.8640561,0.8707932
297,Superman,"Eminem, Dina Rae",2,2002,5,26,7.615,14,655.466831,18,51,1.005,0,0,130,E,Minor,80,64,76,2,0,20,6,0.81891084,0.8555621,0.8343725,0.73561406,0.71962035,0.69777995,0.73284984,0.843164
298,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1.208,34,146.409671,10,41,0.02,0,1,94,B,Major,82,53,67,34,0,9,8,0.9026388,0.93065083,0.8891251,0.8845452,0.91385394,0.866554,0.91727,0.9128847
299,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,0.209,4,95.816024,4,45,0.011,2,24,89,G,Minor,73,44,57,39,0,32,6,0.85700566,0.83064044,0.9572464,0.83668745,0.960483,0.93817437,0.757983,0.9282969
300,REMIX EXCLUSIVO,Feid,1,2023,3,17,1.235,9,117.206995,20,8,0.015,0,6,87,F,Minor,65,71,56,4,0,15,20,0.82527107,0.95289755,0.8887296,0.86950445,0.8777403,0.76329887,0.81542313,0.89084303
301,"Arcángel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,0.654,3,100.409613,11,3,0.018,1,,124,B,Minor,72,79,78,55,0,15,30,1.0128975,0.972924,1.009341,1.0198272,1.0169549,0.95305216,0.8841718,0.91379124
302,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1.479,0,80.75835,23,0,0.018,0,33,78,G#,Major,71,80,65,51,0,22,32,0.6382307,0.69746083,0.78358984,0.68322253,0.8080864,0.76071256,0.66812474,0.7349819
303,10:35,"Tiësto , Tate M",2,2022,11,1,4.942,26,325.592432,190,104,0.147,18,,120,G#,Major,70,70,79,7,0,18,10,0.75759006,0.65658677,0.7921369,0.66363955,0.77570057,0.81658435,0.68244934,0.6667012
304,SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,0.709,0,58.473276,8,1,0.013,0,0,96,F#,Minor,48,50,80,40,0,37,20,0.77118576,0.76100874,0.7193967,0.8009958,0.6309056,0.81125814,0.8473878,0.6717633
305,HAPPY,NF,1,2023,3,25,0.66,0,52.722996,22,7,0.011,0,78,106,G,Major,73,22,86,31,0,12,4,0.5869697,0.6626188,0.5220135,0.63510823,0.657853,0.71817577,0.6404383,0.55634254
306,La Bebe,Yng Lvcas,1,2021,12,24,0.489,17,191.945597,4,11,0.005,1,2,170,D,Minor,78,75,46,62,0,12,35,0.60957724,0.76562715,0.82626235,0.6666907,0.78473747,0.70832324,0.6850747,0.7694516
307,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,0.407,0,77.377503,16,15,0.005,0,1,134,B,Minor,67,11,76,8,47,30,7,0.849185,0.8436675,0.9213388,0.78591156,0.98061,0.86315215,0.8378705,0.89787114
308,Late Night Talking,Harry Styles,1,2022,5,20,7.461,8,743.693613,166,42,0.199,16,58,115,A#,Major,71,90,73,30,0,11,5,0.8489403,0.94749665,0.78261054,0.85905206,0.8772385,0.87616885,0.85909694,0.8748278
309,Leão,Marília Mendonça,1,2022,12,9,0.993,4,267.789608,30,84,0.088,1,,130,F#,Major,74,79,87,45,0,30,3,0.53523576,0.7556964,0.78313446,0.7318349,0.8321504,0.7240392,0.6428138,0.7407931
310,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9.161,5,1221.813483,240,98,0.468,3,10,118,,Major,65,63,79,3,0,10,3,0.9059763,0.9279744,0.8738119,0.9406047,0.96310747,0.8738541,0.8810435,0.91976935
311,Something in the Orange,Zach Bryan,1,2022,4,22,3.282,12,449.701773,67,84,0.046,16,117,110,G,Major,59,22,38,42,0,12,3,0.8874551,0.9317752,1.0276722,0.8937815,0.90016246,0.86669767,0.9540195,0.90824753
312,VOID,Melanie Martinez,1,2023,3,29,0.596,0,67.07041,29,9,0.012,0,52,100,A,Major,72,42,66,18,4,19,4,0.7119847,0.7749796,0.77121556,0.70931166,0.8083128,0.7454941,0.7311411,0.764257
313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,0.32,6,116.334601,5,48,0.002,1,9,142,G,Minor,70,76,79,26,0,11,7,0.8979987,0.88636667,0.965885,0.92080617,0.764331,0.91987216,0.840542,0.95029604
314,Midnight Rain,Taylor Swift,1,2022,10,21,2.612,4,433.356509,19,29,0.021,0,0,140,,Major,64,18,37,72,0,12,7,0.8007576,0.8922052,0.85003376,0.9180187,0.867259,0.8876431,0.88442415,0.8914672
315,If We Ever Broke Up,Mae Stephens,1,2023,2,10,2.04,4,165.584767,81,27,0.066,9,444,116,G,Major,90,96,73,62,0,9,4,0.9311846,0.91222334,0.9721685,0.9625046,0.911898,0.9175677,0.9859228,0.9370316
316,You Proof,Morgan Wallen,1,2022,5,13,2.128,9,367.814306,37,88,0.009,0,14,120,A,Major,73,64,85,25,0,61,3,0.84699595,0.8003174,0.8515458,0.75873417,0.8627564,0.76328844,0.819284,0.8423391
317,LA INOCENTE,"Feid, Mora",2,2022,4,1,2.598,37,477.033549,28,57,0.043,8,85,92,F,Minor,76,46,79,31,0,7,6,0.7147902,0.7248978,0.8752947,0.6756666,0.7206378,0.66164744,0.7099315,0.77695584
318,Malas Decisiones,Kenia OS,1,2022,10,26,0.542,2,156.2147,23,2,0.021,0,0,110,G#,Minor,81,64,79,5,0,31,3,0.8871278,0.81565267,0.8417963,0.925129,0.78527015,0.8383696,0.90351504,0.74305356
319,Murder In My Mind,Kordhell,1,2022,1,21,2.459,20,448.843705,20,68,0.05,0,22,120,A#,Major,71,57,97,1,0,13,11,0.78011906,0.7736641,0.93030435,0.8616936,0.89677906,0.71237814,0.8976588,0.8540491
320,Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10.624,17,1357.608774,21,0,0.386,0,,80,G#,Major,63,40,61,9,0,56,6,0.9456924,0.95789707,0.8770925,0.89382786,0.92621326,0.9879096,0.9630036,0.9455628
321,CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2.418,26,294.352144,52,66,0.055,1,16,115,F,Minor,95,43,69,47,0,9,31,0.78053975,0.72154206,0.8385346,0.7195876,0.8205459,0.75027287,0.6869659,0.74076104
322,I Love You So,The Walters,1,2014,11,28,7.536,7,972.164968,44,19,0.135,0,6,76,A#,Major,58,46,67,65,0,13,4,0.503683,0.84465814,0.78620166,0.76249677,0.9213392,0.87687427,0.87188995,0.8248342
323,Dark Red,Steve Lacy,1,2017,2,20,10.431,7,920.045682,71,53,0.181,0,10,172,F#,Major,60,77,78,45,0,12,6,0.75326985,0.7601994,0.9000199,0.75076014,0.82439,0.7610795,0.8462924,0.6629176
324,Say You Won't Let Go,James Arthur,1,2016,9,9,15.722,16,2420.461338,231,37,1.509,0,13,99,A#,Major,40,45,56,69,0,9,5,0.8552972,0.9344572,0.80199575,0.89678967,0.77244246,0.91086155,0.8747737,0.95386785
325,The Hills,The Weeknd,1,2015,5,27,25.744,4,1947.371785,122,94,1.992,0,18,136,,Minor,36,12,57,9,0,14,8,0.74538267,0.78735733,0.82875377,0.80142313,0.8015815,0.7847485,0.7607297,0.7791443
326,Heart To Heart,Mac DeMarco,1,2019,5,10,1.64,0,244.658767,27,27,0.029,1,1,150,G#,Minor,90,64,14,67,35,11,10,0.6232339,0.74118245,0.77126324,0.7277582,0.7816974,0.7499393,0.83827055,0.70323867
327,Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,0.034,0,68.216992,0,0,0.0,0,0,92,A#,Minor,71,41,31,79,0,10,5,0.85998994,0.8851083,0.92908645,0.87043023,0.93804586,0.7833983,0.85892004,0.8549886
328,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1.845,16,223.582566,20,8,0.03,2,0,95,C#,Major,77,72,87,17,0,7,5,0.85305405,0.95356995,0.883294,0.8947375,0.9359546,0.8393084,0.8835533,0.87719333
329,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3.301,30,471.819764,72,64,0.064,6,3,102,B,Minor,83,58,83,21,0,10,5,0.5551182,0.6992862,0.8082278,0.64924884,0.79631615,0.66219753,0.5893854,0.77814794
330,Low,SZA,1,2022,12,9,1.911,0,272.377463,23,71,0.014,0,9,145,,Minor,70,34,55,43,0,16,6,0.73808074,0.738509,0.7465015,0.681937,0.59138656,0.7510134,0.72823095,0.6229486
331,Numb,Linkin Park,1,2003,3,24,20.111,5,1361.425037,39,0,7.341,0,0,110,A,Major,50,24,86,0,0,64,4,0.72086275,0.6708474,0.8138716,0.73839504,0.7245105,0.5964065,0.6624981,0.70455873
332,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1.529,0,149.778242,32,18,0.039,2,0,95,,Major,64,30,77,46,0,38,6,0.90281665,0.7298603,0.8935834,0.8506321,0.8992957,0.9243637,0.8709617,0.79126894
333,on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,0.615,2,116.59979,22,82,0.008,0,9,94,B,Minor,68,81,82,53,0,9,13,0.78609145,0.74906063,0.81895196,0.7150401,0.84901285,0.90857685,0.7177799,0.7615183
334,One Thing At A Time,Morgan Wallen,1,2022,12,2,0.811,4,148.469433,11,58,0.005,0,21,142,G,Major,61,92,91,0,0,26,3,0.7660308,0.7987863,0.9031617,0.722967,0.8116863,0.8056998,0.78920716,0.8075601
335,Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5.73,10,497.225336,108,16,0.197,3,165,145,F#,Minor,59,20,74,1,0,15,5,0.64291394,0.73048544,0.5942353,0.6771718,0.7084057,0.68079644,0.79193485,0.6853102
336,Ain't That Some,Morgan Wallen,1,2023,3,3,0.356,4,88.791109,4,20,0.0,0,,121,F#,Minor,64,67,80,0,0,36,3,0.82950443,0.8212812,0.86243784,0.7623007,0.68472815,0.8093297,0.82188785,0.81543267
337,Thinkin' Bout Me,Morgan Wallen,1,2023,3,3,0.604,6,125.91728,22,101,0.0,0,,140,D#,Minor,66,43,76,49,0,12,3,0.81793636,0.8031862,0.8561587,0.7829335,0.8912723,0.73905164,0.79094285,0.879369
338,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1.19,0,105.062254,29,3,0.018,0,19,137,C#,Minor,84,44,67,8,0,11,6,0.9613034,1.0242772,0.96858764,0.9331701,0.94464564,0.95424986,0.92522943,0.9929467
339,Everything I Love,Morgan Wallen,1,2023,1,31,0.579,0,95.623148,11,54,0.0,0,103,104,G#,Major,56,72,85,0,0,15,3,0.4771545,0.8399391,0.81584513,0.7145535,0.83589536,0.7791669,0.85118,0.85578716
340,Heaven,Niall Horan,1,2023,2,17,1.553,2,144.5848,61,6,0.048,0,150,92,F,Major,57,68,76,7,0,33,3,0.5922652,0.7670254,0.6416966,0.7065656,0.67983985,0.7257678,0.7050877,0.6729758
341,LET GO,Central Cee,1,2022,12,15,2.301,20,298.063749,49,23,0.11,0,8,146,D,Minor,74,51,45,86,0,21,38,0.64436543,0.68481696,0.6444806,0.6755307,0.8254717,0.7698039,0.54500294,0.76398784
342,Sial,Mahalini,1,2023,1,23,0.134,4,166.570053,4,6,0.0,0,23,120,D,Major,56,20,43,89,0,12,4,0.79107803,0.65141344,0.75145954,0.7344366,0.78408915,0.76914334,0.67547315,0.6151353
343,I Wrote The Book,Morgan Wallen,1,2023,1,31,0.43,0,83.021468,15,17,0.0,0,0,144,D,Major,68,83,81,9,0,8,4,0.756507,0.81864226,0.86168593,0.7447442,0.8769567,0.796378,0.8176855,0.85164446
344,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,0.086,0,139.836056,11,101,0.0,0,48,94,A,Major,59,44,56,80,0,6,3,0.7844787,0.84271204,0.8025616,0.7934027,0.8109118,0.94717693,0.8480364,0.87816435
345,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,0.629,14,303.216294,32,3,0.009,0,0,94,G#,Major,73,65,79,5,2,11,6,0.8610598,0.8584895,0.90861356,0.8431877,0.9692302,0.93251616,0.81628895,0.9680803
346,PLAYA DEL INGLÉS,"Myke Towers, Quevedo",2,2022,12,15,1.701,15,221.409663,30,15,0.034,2,,113,G,Minor,79,66,74,8,0,11,5,0.7525215,0.8524453,0.89319974,0.78630996,0.8919668,0.80230147,0.50688875,0.9006364
347,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,0.329,0,58.890931,14,35,0.001,0,0,148,E,Major,50,49,76,12,0,12,3,0.9622965,0.9103289,0.9987708,0.86660016,1.0131048,0.9365902,0.91333133,0.9760691
