,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,love,hurt,goodbye,friend,hopeless,memory,play,sad
583,ELEVEN,IVE,1,2021,12,1,0.521,1,247.737946,17,89,0.011,0,0,120,A,Major,83,59,73,6,0,5,11,0.5753374,0.7222226,0.6799057,0.66629046,0.6869161,0.7322285,0.57041407,0.70448387
584,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12.854,0,1699.402402,237,27,0.636,0,,91,G,Minor,70,76,72,22,0,27,4,0.8205964,0.8820714,0.893276,0.87497437,0.8710879,0.82767767,0.8001567,0.84906405
585,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,0.802,0,154.797871,13,27,0.008,0,0,120,E,Major,72,54,71,26,0,10,4,0.89794743,0.9288459,1.0000259,0.8269069,0.948912,0.87677306,0.88286877,0.99623895
586,DANCE CRIP,Trueno,1,2021,11,17,0.731,0,198.883004,14,14,0.024,0,4,106,,Major,86,86,79,11,0,8,9,0.7048347,0.826734,0.8942207,0.83260167,0.95225704,0.9073916,0.657035,0.84731907
587,Miserable Man,David Kushner,1,2022,1,7,0.788,0,124.407432,13,0,0.032,1,0,110,A#,Major,63,31,35,93,0,29,3,0.7547949,0.6238564,0.7794914,0.6574241,0.59694135,0.77811736,0.8599824,0.5272474
588,happier,Olivia Rodrigo,1,2021,5,21,3.069,4,850.608354,25,46,0.105,0,45,169,F#,Major,39,36,45,81,0,8,13,0.5616572,0.57640886,0.47203785,0.56484455,0.5497576,0.63053554,0.6050272,0.43447524
589,Praise God,Kanye West,1,2021,8,29,4.651,0,376.33303,24,6,0.105,0,0,118,C#,Major,80,21,55,1,0,26,17,0.66759586,0.7851463,0.61054397,0.7782759,0.88162297,0.8429902,0.79654855,0.81133
590,Get Into It (Yuh),Doja Cat,1,2021,6,25,4.999,0,516.784627,43,19,0.073,12,0,92,G#,Minor,91,79,66,32,0,9,16,0.8216334,0.79550946,0.86954296,0.8252304,0.98459893,0.8756213,0.734671,0.92098916
591,Before You Go,Lewis Capaldi,1,2019,11,1,8.327,24,1608.045237,205,130,0.625,0,25,112,D#,Major,45,19,60,63,0,9,6,0.7607615,0.8216658,0.69440174,0.74480593,0.79926604,0.8426209,0.8137007,0.83114004
592,Sky,Playboi Carti,1,2020,12,25,3.297,3,506.778838,25,3,0.052,0,1,140,D,Major,79,56,91,26,0,13,21,0.6166892,0.76903754,0.72990954,0.6982429,0.66935694,0.7097886,0.68516845,0.6720253
593,Rolling in the Deep,Adele,1,2010,11,29,35.684,6,1472.799873,195,125,6.28,2,78,105,G#,Major,73,52,76,13,0,5,3,0.80385303,0.90180576,0.97099,0.9937479,0.9062517,0.926085,0.85299397,0.92845196
594,Sobrio,Maluma,1,2021,7,8,3.506,10,513.643924,103,76,0.1,1,1,178,F,Major,76,63,77,14,0,15,22,0.74106866,0.625885,0.7672461,0.6959735,0.7506168,0.6649034,0.70422244,0.6024151
595,Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2.999,0,261.286503,60,17,0.154,0,22,108,G,Minor,96,71,42,57,0,8,9,0.6777004,0.6933538,0.7181655,0.6811482,0.77145326,0.68853223,0.60305697,0.678609
596,favorite crime,Olivia Rodrigo,1,2021,5,21,3.681,0,783.706581,20,21,0.099,0,7,173,A,Major,40,19,29,86,0,34,4,0.45422858,0.6963334,0.7180389,0.60259163,0.75227433,0.7570933,0.74130106,0.7367417
597,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4.846,10,422.691058,54,16,0.259,0,13,101,C#,Major,67,40,90,3,0,34,6,0.74354374,0.62623,0.7872397,0.73094946,0.7961875,0.7781321,0.6668663,0.6897347
598,The Business,Tiësto,1,2020,1,1,14.311,0,1062.345656,255,32,0.582,0,,120,G#,Minor,80,24,62,41,2,11,23,0.6864674,0.75514376,0.8490053,0.64227,0.8194196,0.71789515,0.69389874,0.7566629
599,positions,Ariana Grande,1,2020,10,23,8.207,0,1252.563873,175,55,0.095,0,2,144,,Major,73,66,80,44,0,9,12,0.6019597,0.62249774,0.7130573,0.6739108,0.6699823,0.62018824,0.5476432,0.56754833
600,I WANNA BE YOUR SLAVE,Måneskin,1,2021,3,19,4.873,0,851.070493,65,88,0.434,3,,133,C#,Major,75,96,61,0,0,18,4,0.8031497,0.871408,0.89040923,0.79663396,0.9548878,0.9536625,0.90284336,0.9473859
601,Vai Lá Em Casa Hoje,"Marília Mendonça, George Henrique & Rodrigo",2,2021,10,22,0.772,0,263.894529,7,3,0.089,0,,158,G#,Minor,46,62,83,53,0,97,28,0.7855102,0.8125303,0.8112675,0.78695214,0.914956,0.8732298,0.77526134,0.81826234
602,The Feels,TWICE,1,2021,10,1,1.15,0,345.903614,20,99,0.044,0,2,120,A,Major,81,92,90,9,0,8,7,0.6111643,0.65104717,0.798416,0.7145382,0.77108234,0.6250032,0.70351684,0.69446445
603,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5.398,4,951.637566,111,127,0.21,0,37,129,,Major,61,59,46,56,0,13,5,0.76137656,0.851586,0.8339195,0.8294924,0.94631857,0.83108073,0.92576635,0.87647057
604,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7.37,0,956.865266,92,127,1.219,0,62,102,G,Major,74,45,89,5,0,26,13,0.6338811,0.77678496,0.7135221,0.77757925,0.5505878,0.7608456,0.7205436,0.77776486
605,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6.89,0,427.486004,122,11,0.201,0,1,124,G#,Minor,79,79,84,2,0,5,5,0.9126206,0.8688601,0.8251716,0.88769794,0.88093024,0.95145077,0.83806443,0.8419888
606,Pope Is a Rockstar,SALES,1,2016,4,20,1.966,0,156.658366,4,2,0.05,0,0,90,E,Minor,73,31,45,85,24,11,3,0.91109383,0.9861321,1.0131624,0.8371004,0.91973984,0.95536584,0.8969224,0.9560709
607,2055,Sleepy hallow,1,2021,4,14,2.226,0,624.515457,29,0,0.044,0,0,161,F#,Minor,78,65,52,46,0,12,31,0.72779644,0.72920096,0.7668757,0.66901684,0.6986159,0.74514025,0.68558055,0.74380517
608,Bored,Billie Eilish,1,2017,3,30,4.204,0,777.765388,39,45,0.25,0,0,120,G,Major,60,11,33,90,0,8,5,0.7383811,0.5843866,0.6587614,0.7150626,0.60868967,0.75002766,0.75970274,0.4934185
609,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1.959,0,412.795151,19,0,0.038,0,0,81,,Major,45,12,57,7,0,23,3,0.85701394,0.87898475,0.7599053,0.9223382,0.8217681,0.9047578,0.92373854,0.8026973
610,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7.191,0,1138.47411,146,18,0.478,0,7,150,E,Minor,78,47,70,18,0,15,9,0.9278875,0.9503171,0.9875206,0.85324645,0.82720315,0.90732986,0.99636364,0.9163443
611,Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2.012,0,355.219175,101,12,0.038,0,0,105,G#,Major,76,58,84,10,0,13,10,0.74055433,0.800707,0.80847806,0.84955275,0.89976317,0.7986634,0.8467416,0.8323378
612,Every Summertime,NIKI,1,2021,8,10,1.211,2,290.228626,30,2,0.005,0,6,79,F#,Major,63,76,67,38,0,6,4,0.78203803,0.8909596,0.8885126,0.8185786,0.8408812,0.8534948,0.88153034,0.8759885
613,Talking To The Moon,Bruno Mars,1,2010,10,4,7.109,2,1062.956628,5,0,0.862,0,0,146,C#,Minor,52,7,61,51,0,11,3,0.78135,0.9174869,0.80262923,0.8450233,0.9037309,0.89295346,0.84360754,0.87252504
614,you broke me first,Tate McRae,1,2020,4,17,6.638,0,1180.094974,167,19,0.318,0,1,124,E,Major,64,8,37,79,0,9,5,0.8229108,0.6579279,0.8089874,0.75094426,0.8819271,0.8133987,0.81473005,0.82309824
615,The Nights,Avicii,1,2014,1,1,17.354,8,1456.081449,92,122,1.282,0,55,126,F#,Major,53,66,85,2,0,24,4,0.6680925,0.73930776,0.7943521,0.7173872,0.7220911,0.69678795,0.6725054,0.6970569
616,Take My Breath,The Weeknd,1,2021,8,6,6.392,0,432.702334,174,73,0.344,0,0,121,G#,Major,75,53,74,2,0,11,5,0.7437655,0.7796162,0.78324044,0.81171405,0.89972615,0.80145323,0.79875106,0.858636
617,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5.481,0,489.945871,144,30,0.086,0,0,136,B,Minor,80,33,60,0,0,32,14,0.86278415,0.86661696,0.877052,0.7709743,0.83188033,0.89144915,0.8577875,0.82375664
618,Cúrame,Rauw Alejandro,1,2021,6,25,2.636,3,465.959382,36,82,0.039,0,,102,A,Minor,77,26,63,58,0,11,5,0.6938542,0.69040906,0.8139242,0.7802607,0.7657762,0.6082766,0.73689365,0.6982322
619,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,0.824,0,1223.481149,8,8,0.008,2,0,77,G,Major,73,54,74,23,0,41,23,0.8886411,0.9535485,0.9657246,0.81527257,0.88900876,0.9431416,0.92139363,0.9813306
620,Dance Monkey,Tones and I,1,2019,5,10,24.529,0,2864.791672,533,167,3.595,6,,98,F#,Minor,82,54,59,69,0,18,10,0.7354894,0.877901,0.8975158,0.85369575,0.9369635,0.82510805,0.6616747,0.8560359
621,Lucid Dreams,Juice WRLD,1,2017,6,15,14.749,0,2288.695111,188,34,0.71,0,5,84,B,Minor,44,22,48,38,0,33,24,0.74781334,0.96704453,0.86491317,0.960594,0.75103873,0.81342036,0.9380547,0.8334876
622,Qué Más Pues?,"J Balvin, Maria Becerra",2,2021,1,28,8.087,0,720.825549,92,34,0.131,0,,102,G#,Major,89,77,82,3,0,17,11,0.82596916,0.893351,0.89948934,0.7981635,0.9074884,0.8239869,0.8417476,0.8722073
623,All of Me,John Legend,1,2013,8,1,27.221,0,2086.124197,308,118,4.534,2,77,120,G#,Major,42,33,26,92,0,13,3,0.6737665,0.74978286,0.74180853,0.68941796,0.83517414,0.6872071,0.7664027,0.79466814
624,Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49.991,9,1690.192927,265,121,12.367,4,160,117,C#,Major,52,73,91,0,0,11,7,0.8585797,0.96730655,0.907608,0.95814514,0.8544106,0.8112556,0.9169157,0.91166544
625,Arcade,Duncan Laurence,1,2019,3,7,6.646,0,991.336132,107,47,0.584,1,,72,A,Minor,45,27,33,82,0,14,4,0.76941615,0.80846584,0.7919661,0.7291764,0.7898314,0.69843876,0.63189775,0.7643094
626,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5.403,6,593.917618,118,116,0.096,0,3,168,C#,Major,67,29,47,5,0,22,26,0.89817965,1.0001825,0.931558,0.88692856,0.97033525,1.0205817,0.973049,0.9688193
627,Bar,"Tini, L-Gante",2,2021,11,11,0.755,4,200.972675,22,3,0.0,0,0,94,C#,Major,52,68,69,13,0,33,8,0.7283117,0.75291276,0.72826636,0.6189955,0.8659086,0.6915194,0.6724545,0.71125627
628,The Rumbling (TV Size),SiM,1,2022,1,10,0.254,0,71.014967,0,4,0.023,0,0,145,G#,Major,41,65,88,0,0,26,5,0.90830654,0.90383804,1.0421335,0.96269614,0.98724496,0.89293957,0.7923048,0.92579156
629,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6.308,5,560.22275,114,15,0.063,0,2,134,C#,Major,71,14,61,1,0,23,33,0.7453253,0.8706608,0.90758085,0.74628896,0.9051119,0.81946254,0.8329644,0.85625315
630,Mr. Brightside,The Killers,1,2003,9,23,51.979,15,1806.617704,306,99,5.063,2,120,148,C#,Major,35,24,93,0,0,10,8,0.88783854,0.8995997,0.83067656,0.77815974,0.8626926,0.8930116,0.92092824,0.8579799
631,Blessed-Cursed,ENHYPEN,1,2022,1,10,0.246,0,77.337771,2,12,0.01,0,0,127,E,Minor,60,40,89,9,0,60,6,0.788858,0.7073911,0.6688429,0.80995476,0.71726286,0.8950101,0.90167046,0.6744705
632,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6.556,0,528.544703,93,5,0.067,1,0,172,F#,Minor,74,79,66,11,0,8,16,0.7953279,0.9120173,0.83671856,0.81062233,0.9330953,0.74191916,0.7561163,0.8827499
633,Streets,Doja Cat,1,2019,11,7,5.728,0,865.640097,85,87,0.179,0,12,90,B,Major,75,19,46,21,4,34,8,0.70172656,0.65388477,0.73953336,0.65605474,0.7875413,0.7649851,0.6566842,0.65660286
634,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16.636,12,2159.346687,368,155,2.854,6,121,96,G,Major,57,30,40,38,0,26,3,0.77905786,0.7322521,0.7526819,0.74252915,0.6516001,0.7918725,0.78402317,0.5987159
635,Polaroid Love,ENHYPEN,1,2022,1,10,0.461,0,211.372494,10,56,0.017,0,0,138,G,Minor,74,65,67,46,0,36,4,0.52773535,0.9468754,0.83839166,0.79009306,0.89850974,0.8698754,0.9315134,0.8985892
636,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4.893,4,651.732901,143,24,0.11,0,70,120,G,Major,72,67,72,0,0,13,4,0.76539123,0.9254375,0.8452975,0.81501925,0.9376126,0.93249774,0.92660844,0.932763
637,Permission to Dance,BTS,1,2021,7,9,1.801,2,608.334048,77,134,0.074,0,2,125,A,Major,70,65,74,1,0,34,4,0.7609062,0.8836444,0.8562357,0.9537213,1.0105292,0.87300026,0.7217734,0.95883536
638,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12.043,0,863.756573,209,54,0.71,0,18,123,D,Major,82,80,86,1,0,30,13,0.8784578,0.9433308,0.9268658,0.85171294,0.8852577,0.9040307,0.8615786,0.9877568
639,RAPSTAR,Polo G,1,2021,4,9,4.731,0,797.402345,141,12,0.078,0,0,81,F#,Major,79,44,54,41,0,13,24,0.7688783,0.79120564,0.88234925,0.7227972,0.7914736,0.7074734,0.6381917,0.757187
640,Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22.923,0,1695.71202,78,46,2.515,1,0,171,C#,Major,55,10,85,7,0,8,20,0.93226576,0.8792436,0.8071041,0.9105934,0.88385797,0.9212536,0.957439,0.91293657
641,Memories,Maroon 5,1,2019,9,20,9.974,2,1759.567999,272,67,1.066,1,19,91,B,Major,77,60,32,84,0,8,5,0.63258386,0.7297257,0.74199617,0.6662471,0.7703099,0.20649022,0.7315359,0.65799856
642,Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavárez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1.56,0,223.319934,72,0,0.0,0,,84,G,Minor,56,61,76,10,0,14,11,0.6667546,0.7249714,0.70388526,0.7253537,0.8302659,0.7380445,0.6906016,0.77640665
643,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,0.62,0,54.937991,17,3,0.003,0,0,115,F,Minor,90,74,54,16,0,13,28,0.8217265,0.8970554,0.9093817,0.8652822,0.9769344,0.9676866,0.83282673,0.9858706
644,When I'm Gone (with Katy Perry),"Katy Perry, Alesso",2,2021,12,29,3.27,0,226.897599,89,21,0.065,0,,125,,Major,69,70,89,4,0,49,3,0.84707445,0.8744963,0.8814814,0.8665197,0.89326036,0.92099714,0.84842575,0.8285025
645,Esqueça-me Se For Capaz,Marília Mendonça & Maiara e Maraisa,2,2021,10,14,0.58,0,258.316038,24,92,0.093,0,,122,F#,Minor,80,62,69,28,0,13,7,0.8589129,0.9113914,0.8974642,0.8590954,0.86025345,0.68624616,0.8810422,0.9230946
646,Miénteme,"Tini, Maria Becerra",2,2021,4,29,3.406,16,596.15209,61,23,0.07,1,,92,D,Major,85,92,54,16,0,29,7,0.6459595,0.6552689,0.70619965,0.5938114,0.77687836,0.6775,0.66501224,0.7081903
647,Súbelo,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,0.903,0,177.129919,30,26,0.015,0,,90,F#,Minor,63,75,75,17,0,11,8,0.6960103,0.71275115,0.7993413,0.678686,0.84054613,0.657044,0.65654993,0.7509952
648,MAMIII,"Karol G, Becky G",2,2022,2,10,6.809,28,716.591492,151,102,0.175,5,29,94,E,Minor,84,90,70,9,0,14,8,0.7524106,0.68368757,0.80660605,0.7354142,0.817431,0.58055836,0.73398864,0.6543598
649,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33.966,0,1210.599487,141,78,6.591,1,0,93,B,Major,81,53,78,18,0,6,24,0.92543715,0.9523371,0.9091181,0.95496464,0.9620385,0.92801744,0.8968507,0.90585697
650,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,0.59,5,246.37669,4,113,0.02,0,1,130,D,Minor,51,50,76,30,0,10,7,0.90062666,0.9055717,0.82753253,0.8983931,0.9337772,0.9270834,0.83645105,0.9032675
651,Boyfriend,Dove Cameron,1,2022,2,11,3.766,0,496.311364,76,0,0.102,0,2,180,G,Minor,35,23,61,23,0,19,6,0.46913368,0.7343255,0.63143563,0.2832141,0.74762547,0.73103833,0.7337286,0.7018359
652,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1.43,0,146.789379,46,1,0.034,0,0,134,,Major,53,31,31,92,0,28,3,0.94193107,0.9638153,1.0345501,0.9639359,0.9773695,0.98303574,0.87400824,1.0080218
653,The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31.762,0,843.309044,142,40,5.451,1,953,95,D#,Minor,92,31,89,3,0,8,25,0.8569481,0.8842822,0.93502545,0.8006854,0.83732396,0.826094,0.78816545,0.87728274
654,Light Switch,Charlie Puth,1,2022,1,19,4.049,0,500.340342,119,6,0.085,1,1,184,F#,Major,69,91,63,11,0,9,31,0.79975957,0.93152124,0.9393707,0.7805697,0.87779814,0.7988949,0.8399734,0.94899344
655,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2.096,0,107.255472,34,3,0.03,0,0,147,G#,Minor,47,50,80,10,0,32,38,0.778396,0.8114246,0.80508304,0.85246336,0.83989936,0.8688197,0.8266388,0.8603844
656,Brividi,"Mahmood, Blanco",2,2022,2,2,1.175,0,135.079152,34,1,0.031,0,0,123,G,Major,52,44,60,40,0,26,3,0.697495,0.6643523,0.7444663,0.66215026,0.79321355,0.6892922,0.71488595,0.6474922
657,Lost,Frank Ocean,1,2012,1,1,29.499,11,822.239726,124,27,0.587,0,4,123,A#,Minor,91,49,61,3,0,17,22,0.69883263,0.5558553,0.6538973,0.6685544,0.5881863,0.71447206,0.64317656,0.6050099
658,In Da Club,50 Cent,1,2002,1,1,30.427,7,1202.722675,235,106,5.221,1,35,90,F#,Minor,90,79,71,26,0,7,37,0.72499347,0.89209175,0.8318117,0.73496425,0.9100174,0.9024213,0.7757017,0.9051755
659,she's all i wanna be,Tate McRae,1,2022,2,4,2.711,0,343.197054,105,12,0.051,0,12,160,D,Minor,61,65,64,1,0,12,4,0.70016885,0.84719473,0.8674381,0.74995494,0.7870265,0.7593207,0.81835914,0.85409516
660,Ginseng Strip 2002,Yung Lean,1,2013,8,16,4.31,0,240.769997,13,0,0.113,1,3,115,C#,Major,60,37,71,8,0,48,4,0.9202871,0.99766195,0.9713166,0.89208746,0.988207,0.8797127,0.9392271,0.9897332
661,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5.342,0,426.20483,33,123,0.007,0,4,141,D#,Major,37,17,67,2,0,34,9,0.87963134,0.95517594,0.9250771,1.0020653,0.83712614,0.9257573,0.9489518,0.9550247
662,Notion,The Rare Occasions,1,2016,8,5,2.393,0,421.135627,22,13,0.065,0,6,160,A,Major,31,30,88,7,0,8,8,0.6436625,0.69001377,0.7835912,0.67915833,0.72927743,0.54712415,0.67898023,0.6581911
663,Formula,Labrinth,1,2019,10,4,3.444,7,554.87573,24,85,0.102,0,1,145,B,Major,57,23,66,4,6,15,4,0.7156595,0.84620816,0.8342753,0.7153406,0.85702795,0.696494,0.7137238,0.81458455
664,Mount Everest,Labrinth,1,2019,6,21,5.443,0,467.727006,45,1,0.08,0,12,89,,Minor,46,43,43,23,8,8,22,0.8163694,0.9031637,0.87145233,0.90202016,0.8031088,0.8031067,0.95959073,0.8954337
665,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,0.272,4,327.498031,7,21,0.002,0,0,95,F,Minor,84,49,72,8,0,15,8,0.7254479,0.73169446,0.71737194,0.792143,0.83253694,0.6786439,0.7702497,0.7065212
666,Cigarettes,Juice WRLD,1,2021,12,10,0.975,0,185.408548,11,0,0.01,0,0,160,D,Major,60,47,62,3,0,38,4,0.7986467,0.83065695,0.83306503,0.7437005,0.82602066,0.74468863,0.7519616,0.8005228
667,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafuné, Bejo, Abhir Hathi, EL IMA",7,2022,1,14,1.034,1,245.400167,19,5,0.012,0,,174,F,Minor,67,74,75,44,0,7,30,0.9400935,0.9029503,0.92432415,0.94696707,0.9017677,0.94573134,0.8924233,0.9687668
668,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18.773,0,579.395142,128,17,1.663,0,0,92,G,Major,77,76,84,3,0,38,4,0.68113863,0.96189344,0.93376225,0.9070458,0.93368495,0.9643985,0.96159655,0.9107043
669,Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19.067,0,675.039469,78,15,1.674,0,3,134,G#,Major,93,61,74,9,0,17,8,0.7789611,0.9095011,0.82484883,0.8429413,0.89526725,0.7629336,0.85631526,0.8807963
670,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3.541,2,252.871192,57,13,0.05,1,7,172,B,Minor,31,4,86,1,0,28,17,0.9348507,0.8902972,0.9435393,0.9424021,0.8773723,1.0289637,0.8691254,0.9031512
671,Mujeriego,Ryan Castro,1,2021,12,17,1.492,0,231.996128,44,63,0.091,0,24,80,A,Major,76,92,62,6,0,8,13,0.64873195,0.6875675,0.73209065,0.6153655,0.6529766,0.57382655,0.6739104,0.64527035
672,HUMBLE.,Kendrick Lamar,1,2017,3,30,33.206,1,1929.770265,284,114,1.481,0,5,150,C#,Minor,91,42,60,0,0,9,12,0.7414906,0.8145004,0.8287051,0.76066744,0.8776526,0.77364963,0.7533363,0.7918037
673,Stan,"Eminem, Dido",2,1999,11,21,17.115,0,918.915401,83,63,4.18,0,0,80,F#,Minor,78,53,74,4,0,45,21,0.6918277,0.73174,0.80200034,0.6184337,0.7805882,0.67985326,0.6753593,0.6637763
674,Contection,"GODZZ__-, Zakaria",2,2020,1,16,6.955,0,1180.896317,65,45,0.398,0,1,166,A#,Minor,81,83,75,14,0,29,34,0.67572737,0.73150426,0.7750237,0.76307386,0.788247,0.6031914,0.7340939,0.73963135
675,Swim,Chase Atlantic,1,2017,10,4,2.742,0,498.960285,5,1,0.062,0,0,120,G#,Major,67,8,54,27,0,8,4,0.6160301,0.68352515,0.711976,0.6867312,0.81083524,0.7203135,0.5351504,0.7255287
676,A Tu Merced,Bad Bunny,1,2020,2,29,4.214,11,685.0718,21,20,0.04,0,0,92,,Major,86,89,79,17,0,11,6,0.7861513,0.844724,0.8200192,0.8307723,0.8685106,0.79638666,0.9558658,0.82331944
677,Numb Little Bug,Em Beihold,1,2022,1,28,2.026,0,258.714692,47,3,0.042,12,6,85,G#,Minor,74,61,52,30,0,26,9,0.9601704,0.8819275,0.9283989,0.8532815,0.89894956,0.8698441,0.9576612,0.9031224
678,212,"Mainstreet, Chefin",2,2022,1,15,0.352,0,143.139338,10,0,0.039,0,0,154,D,Minor,79,86,52,66,0,9,7,0.7116654,0.63807935,0.72901577,0.6335538,0.72292066,0.73156583,0.6271473,0.6276095
679,Problemón,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1.517,0,209.768491,42,7,0.015,0,,92,D,Minor,73,37,74,28,0,14,6,0.6860248,0.64258087,0.7731434,0.6266365,0.7176233,0.66923875,0.60230064,0.6173368
680,Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,0.847,0,64.714573,25,0,0.014,0,0,140,B,Major,89,75,70,6,0,13,5,0.7995336,0.78083754,0.7790029,0.68611586,0.77559763,0.7647605,0.7291127,0.7165123
681,Worst Day,Future,1,2022,2,11,0.91,0,50.74662,20,3,0.024,0,0,89,C#,Major,65,60,60,11,0,10,40,0.77412134,0.6664234,0.74961627,0.7029846,0.7237098,0.83245575,0.8334491,0.657835
682,Malvada,Zé Felipe,1,2022,1,28,0.601,0,154.119539,28,73,0.064,0,,135,F,Minor,89,89,86,16,0,8,5,0.6095979,0.70879865,0.71856266,0.6923828,0.6918324,0.63923645,0.75160587,0.6573481
683,Hrs and Hrs,Muni Long,1,2021,11,19,1.8,0,181.328253,43,36,0.046,13,4,140,G#,Minor,51,66,53,60,0,11,18,0.8569735,0.8302229,0.8125841,0.82697064,0.8862917,0.8454659,0.8194267,0.74985456
684,Alien Blues,Vundabar,1,2015,7,24,1.93,0,370.068639,3,0,0.028,0,1,82,D#,Major,47,44,76,8,91,9,3,0.9305674,0.8968789,0.8833202,0.8768369,0.88489807,0.9412985,0.913435,0.87952334
685,Thinking Out Loud,Ed Sheeran,1,2014,1,1,33.032,0,2280.566092,363,129,3.895,0,28,79,D,Major,78,58,45,47,0,18,3,0.8459105,0.867637,0.8280155,0.93149364,0.78480256,0.7709069,0.7981254,0.80407816
686,Still Don't Know My Name,Labrinth,1,2019,10,4,6.332,0,563.902868,47,116,0.266,0,0,88,F,Major,31,31,63,47,27,21,12,0.84571683,0.8595697,0.88832223,0.77590394,0.8026415,0.8360151,0.8647355,0.86589974
687,Christmas Tree,V,1,2021,12,24,0.509,9,317.622165,8,106,0.006,0,8,139,F,Major,44,18,38,70,0,12,4,0.68888736,0.7684448,0.80681986,0.724338,0.8465899,0.77197146,0.7871793,0.75411594
688,Mal Feito - Ao Vivo,"Marília Mendonça, Hugo & G",2,2022,1,14,0.971,2,291.709698,35,104,0.093,1,,124,,Minor,73,68,83,55,0,90,7,0.83894676,0.7813835,0.82203764,0.8404079,0.73962104,0.9468286,0.7838433,0.76020885
689,When I R.I.P.,Labrinth,1,2019,10,4,2.578,0,203.68027,8,67,0.066,0,0,80,G#,Minor,39,45,55,73,0,9,21,0.89840806,0.9662773,1.0208961,0.92688173,0.948119,0.9630133,0.87970763,0.97116536
690,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1.064,0,81.350745,42,1,0.026,0,0,120,C#,Minor,84,54,51,47,0,12,40,0.8453469,0.7955428,0.9397958,0.80220664,0.890524,0.8535247,0.8451788,0.8147647
691,Forever,Labrinth,1,2019,10,4,3.618,0,282.883169,21,86,0.138,0,2,80,E,Minor,56,19,46,92,72,11,3,0.6982628,0.77855146,0.6362128,0.71957624,0.61059654,0.65374726,0.7620654,0.725256
692,Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1.04,0,64.787943,8,0,0.029,0,0,117,C#,Major,92,62,86,11,0,24,24,0.86137795,0.9217348,0.8264481,0.8212918,0.81745243,0.7662609,0.8437816,0.8404988
693,Señorita,"Shawn Mendes, Camila Cabello",2,2019,6,19,15.01,2,2484.812918,453,50,1.785,1,,117,A,Minor,76,77,52,4,0,8,3,0.68812716,0.7616581,0.68166435,0.6531632,0.7604151,0.6621057,0.70970595,0.6916677
