artist,count
chris molitor,1
chris rea,1
christian nodal,1
chuck berry,1
cigarettes after sex,1
buscabulla,1
bvga beatz,1
byor,1
c. tangana,1
calum scott,1
panic! at the disco,1
paul mccartney,1
pedro sampaio,1
peggy gou,1
perry como,1
nico valdi,1
nightcrawlers,1
niki,1
nio garcia,1
nmixx,1
olga merediz,1
omar apollo,1
one direction,1
os gemeos da putaria,1
nate dogg,1
nav,1
oxlade,1
p!nk,1
pablito pesadilla,1
paloma faith,1
caralisa monteiro,1
cardi b,1
carolina gaitan,1
cartel de santa,1
chanel,1
charli xcx,1
andy williams,1
angela aguilar,1
anggi marito,1
anne-marie,1
annenmaykantereit,1
paloma mami,1
riar saab,1
rich music,1
rich the kid,1
riton,1
phoebe bridgers,1
plan b,1
pnau,1
pnb rock,1
pr1isvx,1
prezioso,1
pritam,1
prod malax,1
project pat,1
psy,1
queen,1
oscar maydon,1
ray dalton,1
rels b,1
rema,1
rema and selena gomez,1
residente,1
ap dhillon,1
aqua,1
burl ives,1
black eyed peas,1
blackbear,1
blake shelton,1
blanco,1
blxst,1
bobby helms,1
rex orange county,1
rhenzy feliz,1
seventeen,1
shadab faridi,1
robi,1
robin schulz,1
roddy ricch,1
roger,1
roisee,1
romeo santos,1
rosa walton,1
rusherking,1
ruth b.,1
rvssian,1
ryan lewis,1
sabrina carpenter,1
radiohead,1
raim laode,1
beth gibbons,1
sidhu moose wala,1
sim,1
simone mendes,1
skrillex,1
sky rompiendo,1
saiko,1
sales,1
sam dew,1
sam ryder,1
sampha,1
saweetie,1
seafret,1
sebastián yatra,1
selena gomez,1
semicenk,1
suki waterhouse,1
shae gill,1
shakin' stevens,1
shilpa rao,1
shubh,1
bomba estéreo,1
bradley cooper,1
brenda lee,1
brray,1
amitabha bhattacharya,1
bebe rexha,1
becky hill,1
bejo,1
bellakath,1
benny blanco,1
benson boone,1
tanna leone,1
tate m,1
taylour paige,1
tchakabum,1
tears for fears,1
tems,1
sofia carson,1
sog,1
southstar,1
sped up 8282,1
sped up nightcore,1
standly,1
stars music chile,1
steve aoki,1
stromae,1
styrx,1
summer walker,1
supernova ent,1
surf curse,1
swedish house mafia,1
beéle,1
bia,1
bianca,1
bigbang,1
bing crosby,1
arizonatears,1
armani white,1
ava,1
aventura,1
ax'el,1
ayparia,1
taiu,1
amanda reifer,1
the rare occasions,1
the ronettes,1
tesla jnr,1
teto,1
the anxiety,1
the fontane sisters,1
the goo goo dolls,1
the harlem community choir,1
the killers,1
the marías,1
the plastic ono band,1
the police,1
aerosmith,1
agroplay,1
sukriti kakar,1
tones and i,1
tony dize,1
topher ngo,1
tory lanez,1
treasure,1
aitana,1
aitch,1
ak4:20,1
alec benjamin,1
alejo,1
alesso,1
ali sethi,1
alicia keys,1
altamash faridi,1
alvaro diaz,1
amaarae,1
a boogie wit da hoodie,1
24kgoldn,1
2pac,1
347aidan,1
4*town (from disney and pixar's turning red),1
yoasobi,1
yoko ono,1
young miko,1
wisin & yandel,1
wiu,1
wiz khalifa,1
xamã,1
zzoilo,1
zé felipe,1
the walters,1
thezth,1
villano antillano,1
vundabar,1
wham!,1
tyler cole,1
ugly dray,1
unxbected,1
utku inc,1
v,1
vance joy,1
varun jain,1
adassa,1
acraze,1
abhir hathi,1
abhijay sharma,1
a-ha,1
a$ap rocky,1
